FECHA,Sum_COSTE_MP,Sum_COSTE_TAPIZADO,Sum_DTO_LINEAS,Sum_DTO_PP,Sum_I_BRUTO,Sum_I_COMISION,Sum_IMPORTE_LINEA,Sum_MARGEN_BRUTO,Sum_MARGEN_LINEA,Sum_NUMERO_PLAZAS,Sum_UNIDADES,Pro_HIPOTECA,Pro_INCIDENCIAS,Pro_PIB,Pro_TASA_PARO
2019-02-11,18201.559999999998,5601.579999999993,239.9023999999999,16.346099999999993,2138.4166999999998,75.8332,43441.63999999997,1882.1672000000003,25240.13999999998,14625,100,2239.12,64.06,27182.8,13.48
2019-02-12,11293.610000000002,3362.530000000001,82.01423728813559,21.336779661016944,1055.919661016949,37.57813559322034,24851.13,952.5679661016949,13557.610000000002,10225,62,2387.68,42.64,24897.59,14.98
2019-02-13,9358.810000000003,3173.8499999999985,100.2751020408163,17.205306122448977,1148.895306122449,39.299183673469386,19649.93,1031.4144897959184,10291.209999999995,7625,52,1370.33,125.39,26983.43,12.96
2019-02-14,11150.029999999999,2476.869999999999,99.8940322580645,29.904838709677424,1553.9604838709677,70.77258064516128,25681.649999999998,1424.1616129032257,14531.68,11525,64,1837.13,52.72,27662.15,12.09
2019-02-15,12432.419999999995,3451.0499999999993,68.03242424242426,16.655757575757576,970.031212121212,37.37015151515152,29431.449999999997,885.345,16999.09,11775,67,2102.5,62.44,25207.12,14.54
2019-02-18,10059.7,1829.6800000000012,64.35406779661017,6.7054237288135585,1063.0672881355931,47.234406779661015,25712.98000000001,992.0071186440678,15653.349999999997,8400,61,1972.22,42.54,24728.49,13.9
2019-02-19,11462.59,3639.6100000000015,69.52034482758621,18.280172413793103,1145.9027586206896,52.76913793103449,26359.470000000005,1058.1025862068968,14896.919999999998,10050,58,2088,29,23478.76,14.14
2019-02-20,7343.56,2104.7900000000013,70.96162162162162,6.848378378378378,953.3589189189189,48.14702702702702,17614.24,875.5483783783784,10270.72,5875,37,1657.11,59.41,26305.19,13.09
2019-02-21,12323.179999999998,3233.3500000000004,61.67984375,11.1115625,1223.0889062499998,61.5653125,30056.730000000003,1150.29625,17733.709999999995,8925,69,2209.61,36.42,24012.28,14.45
2019-02-22,21053.190000000006,7167.960000000001,292.1563636363639,37.56989898989897,2873.3437373737383,52.88181818181819,41157.590000000004,2543.616666666669,20104.42,17400,102,2546.49,75.61,26117.36,12.85
2019-02-25,7688.890000000002,1601.0299999999997,72.12191489361702,4.271702127659576,974.8972340425532,42.04829787234043,19031.91,898.5051063829787,11343.100000000002,7150,51,1772.85,73.26,24748.36,13.97
2019-02-26,18025.600000000002,6022.439999999997,89.9451724137931,19.50321839080461,1278.0328735632186,48.090689655172405,40405.99000000001,1168.5829885057472,22380.609999999997,13675,97,2337.63,40.4,22167.51,15.79
2019-02-27,7080.979999999999,2044.3200000000004,85.147380952381,14.092619047619042,1188.7514285714287,35.3802380952381,15093.599999999997,1089.5116666666665,8012.74,6125,47,2080.48,47.76,25092.02,13.4
2019-02-28,12326.849999999993,3096.2599999999984,69.14476923076923,15.061230769230768,1051.037076923077,51.05138461538462,29127.36,966.830923076923,16800.579999999998,10750,67,1787,58.03,25840.43,13.67
2019-03-01,15253.810000000005,5394.460000000002,84.86236111111111,11.34388888888889,1330.5815277777779,59.03763888888889,32098.52,1234.375138888889,16844.929999999997,11675,81,2189.79,40.33,26936.19,12.54
2019-03-04,4986.899999999998,1006.58,106.19548387096773,6.139999999999999,858.0116129032258,29.244516129032256,12133.039999999995,745.6767741935485,7146.2,6000,31,2345.16,24.45,27835.84,14.17
2019-03-05,16060.820000000002,5855.7699999999995,74.12734177215192,9.738354430379749,1250.7987341772155,47.644303797468346,33626.22,1166.9322784810129,17565.559999999998,11900,97,1928.38,67.59,26938.82,12.71
2019-03-06,5945.819999999999,1304.7600000000002,112.85657142857144,11.686285714285713,1152.7617142857143,42.71114285714285,15097.830000000004,1028.2174285714286,9152.100000000002,4175,38,2631.29,75.14,24931.69,15.22
2019-03-07,11271.299999999994,2462.7,93.0557352941176,15.423088235294117,1532.7944117647057,69.45764705882353,26530.5,1424.314411764706,15259.250000000005,10500,72,2294.71,36.83,22228.12,16.33
2019-03-08,31555.310000000005,9033.959999999992,2731.041948051943,260.9517532467529,15883.58298701299,633.0395454545453,68126.64000000001,12891.610649350669,36571.61000000004,26200,168,2249.01,78.62,23827.03,13.19
2019-03-11,15449.55,5186.190000000002,95.58949367088607,23.74417721518988,1307.101518987342,51.55227848101265,35054.06000000001,1187.7679746835443,19604.68,11000,84,2028.13,51,24991.32,14.32
2019-03-12,15446.700000000006,3753.7899999999995,128.03988636363633,49.63693181818182,1749.9159090909093,81.3915909090909,36536.51999999998,1572.2363636363634,21090.09,14075,91,2389.17,39.66,23002.19,14.56
2019-03-13,2190.3999999999996,300.53,38.09615384615385,7.269230769230768,988.1423076923077,46.309230769230766,5465.6100000000015,942.7769230769231,3275.21,2200,14,1792.85,15.3,23781,13.27
2019-03-14,14283.860000000004,5316.79,82.49545454545455,15.721666666666668,1159.7827272727272,52.47484848484848,27290.069999999996,1061.5672727272727,13006.34,11150,70,2248.71,53.68,25937.27,14
2019-03-15,9289.259999999998,3098.8800000000006,39.13090909090909,16.285,2430.426818181819,112.2497727272727,20800.56000000001,2375.0122727272733,11511.300000000001,7975,44,2229.2,42.12,24061.45,16.25
2019-03-20,10606.289999999997,3879.2200000000007,62.5548,6.611800000000001,1053.8148,42.8934,22861.790000000005,984.6478,12255.589999999998,9050,55,2081.82,59.89,25782.58,13.25
2019-03-21,10267.34,2832.1399999999985,70.78910714285713,10.449107142857144,1020.6648214285713,45.43142857142859,23651.909999999996,939.4285714285714,13384.710000000005,8600,57,1924.39,49.41,24082.62,14.3
2019-03-22,10393.289999999997,2510.719999999999,78.46000000000002,11.948983050847454,1119.274576271186,44.034406779661026,25024.680000000004,1028.8669491525425,14631.449999999997,9600,59,2297.56,42.83,23383.54,15.76
2019-03-25,9571.16,2920.0599999999986,80.44527272727272,9.983818181818185,1064.542909090909,50.20145454545454,21928.32000000001,974.1145454545455,12357.249999999996,8000,58,1581.71,50.95,24542.04,13.88
2019-03-26,17403.71,7059.340000000002,97.33069444444445,17.573472222222218,1523.0630555555558,71.43263888888886,34922.35,1408.1584722222224,17518.839999999997,10825,75,2251.97,43.83,25859.85,13.43
2019-03-27,22971.109999999993,7796.620000000002,157.37401785714283,53.1182142857143,1864.6093749999998,78.45758928571428,49263.85,1654.1180357142857,26292.879999999997,19300,120,1838.4,95.08,26257.42,13.31
2019-03-28,11254.930000000002,2830.7999999999997,72.394,10.78816666666667,1278.573,58.98083333333334,25981.61999999999,1195.3926666666666,14726.77000000001,8950,64,2229.97,24.95,24671.37,13.94
2019-03-29,6749.6399999999985,2326.6800000000003,65.7691891891892,8.441621621621621,1091.7843243243244,41.86108108108108,14291.940000000004,1017.5740540540543,7542.329999999999,5775,37,1973.84,83.68,26407.62,14.36
2019-04-01,12656.270000000006,3839.179999999998,59.53197183098594,7.4416901408450755,1178.54,51.79999999999999,27766.359999999993,1111.5671830985918,15110.119999999997,10475,76,2469.32,43.31,24294.06,15.49
2019-04-02,14613.019999999995,4503.130000000002,64.2118987341772,13.495443037974683,1023.7974683544303,50.850759493670886,33181.94999999999,946.0903797468355,18569.049999999992,12850,80,2270.41,38.68,24936.59,14.44
2019-04-03,7016.59,2309.469999999999,66.66131578947369,11.462368421052634,1066.9389473684212,43.46842105263158,14980.58,988.8171052631578,7964.039999999999,6125,38,2565.76,28.68,25023.32,13.85
2019-04-04,22374.539999999997,12419.150000000001,73.02040000000002,10.0524,960.9488,37.227066666666666,30387.239999999998,877.8754666666667,8012.809999999996,11800,80,2096.83,80.15,24898.43,13.56
2019-04-05,6577.329999999999,2436.1100000000006,60.94466666666668,9.755999999999998,1218.336,63.02866666666666,14258.880000000003,1147.6346666666664,7681.64,4300,30,2290,30.3,24214.2,15.45
2019-04-08,13461.200000000004,5168.539999999995,213.39409836065576,84.81557377049175,2707.84524590164,108.3495081967213,26465.239999999998,2409.6344262295083,13004.049999999996,10025,63,2355.44,63.23,25591.13,13.01
2019-04-09,19309.319999999992,5296.9800000000005,112.82657657657646,29.00288288288287,1572.110810810811,73.6916216216216,44735.46,1430.2825225225229,25426.250000000004,16150,112,2157.03,58.19,24406.79,14.06
2019-04-10,12307.000000000002,5833.340000000002,95.13763636363636,10.136545454545454,1150.6850909090908,35.078727272727264,21002.480000000007,1045.4101818181816,8695.52,8100,60,1841.35,105.69,26526.49,13.35
2019-04-11,16463.79,3769.5599999999968,75.35999999999997,33.11306818181819,1269.9204545454543,58.37238636363637,37242.719999999994,1161.4459090909095,20779.24000000001,14900,95,2201.25,48.06,22650.44,14.85
2019-04-12,8792.92,2319.2900000000004,79.56041666666665,16.467291666666664,1102.0925,44.22104166666667,20196.06,1006.0675,11403.169999999996,7875,48,2023.48,75.65,25031.27,15.14
2019-04-15,13523.789999999999,4292.080000000001,73.83029411764704,12.457794117647062,1064.1829411764706,48.74970588235295,29572.020000000004,977.8967647058823,16048.360000000002,11325,70,2218.49,62.63,22825.79,15.65
2019-04-16,14534.67,4144.360000000002,113.13306666666666,40.71186666666668,1615.7922666666666,67.38399999999999,32572.510000000002,1461.9450666666664,18037.989999999994,13075,76,2484.68,47.28,23868.15,14.9
2019-04-17,4408.950000000001,2032.61,94.69411764705883,17.495294117647063,1508.650588235294,79.14470588235295,9259.26,1396.4623529411765,4850.32,3100,18,2025.53,66.12,23323.47,15.65
2019-04-23,1611.01,285.08,61.37111111111111,0,1148.2577777777778,28.126666666666672,4298.8,1086.8866666666668,2687.81,1400,9,2928.56,14.56,27805.44,13.83
2019-04-24,8412.19,3173.150000000001,199.6036363636363,2.055681818181818,2609.481818181819,60.45204545454545,16474.079999999998,2407.822499999999,8061.920000000001,6275,53,1581.89,25.2,25596.55,14.45
2019-04-25,16416.800000000003,4890.19,70.390875,9.581999999999999,1074.006,50.14525,36879.6,994.0316250000001,20462.939999999995,14600,86,2088.95,55.09,24393.71,14.04
2019-04-26,5897.130000000001,1876.2699999999998,113.43931034482759,3.296206896551724,1220.5531034482758,63.72931034482759,14081.22,1103.8172413793104,8184.110000000001,4050,31,1715.9,57.9,25225.76,13.03
2019-04-29,12174.840000000002,3618.140000000001,46.727580645161304,4.252903225806452,1108.2048387096772,59.56467741935484,26969.640000000007,1057.224516129032,14794.910000000003,9650,63,2492.11,25.12,23160.1,15.26
2019-04-30,18004.07000000001,5392.609999999998,63.24108695652174,9.06934782608696,1192.049347826087,55.90619565217391,40410.00000000001,1119.7385869565219,22406.190000000013,14850,99,1996.11,53.63,25321.39,14.21
2019-05-02,13346.529999999993,4205.629999999999,87.5678823529412,3.988705882352942,1640.57505882353,68.01270588235292,29095.319999999996,1549.0178823529413,15748.869999999997,9800,97,2528.66,28.64,23144.75,14.92
2019-05-03,13815.929999999995,4425.150000000001,81.58710144927535,16.384202898550726,1195.8023188405798,50.569420289855074,30608.34000000001,1097.833188405797,16792.530000000006,10925,71,2484.62,33.18,24216.96,15.11
2019-05-06,12614.94,4277.619999999997,73.88827586206897,11.613103448275861,1075.1027586206897,44.21396551724138,27484.95000000001,989.6010344827586,14870.120000000003,10700,62,2333.97,54.29,24530.59,14.56
2019-05-07,13006.139999999994,4477.3600000000015,129.4593103448276,59.14706896551722,2072.8810344827584,96.3298275862069,28874.4,1884.274827586207,15868.439999999999,8850,61,2201.98,46.28,23932.19,14.11
2019-05-08,14583.150000000003,3798.250000000002,56.60942028985506,12.388695652173912,1263.0330434782609,60.42057971014492,32072.999999999993,1194.033188405797,17489.949999999997,11150,73,1919.07,45.23,23994.86,14.29
2019-05-09,8989.44,2312.41,67.5488679245283,16.18169811320755,1021.2984905660377,46.25566037735849,20024.34,937.5694339622642,11034.96,8200,53,2284.57,48.71,25594.28,13.74
2019-05-10,4063.6799999999994,951.8100000000002,66.79958333333333,8.889583333333334,1034.4041666666667,34.24,9724.239999999998,958.7141666666666,5660.61,3700,24,3095.83,29,25883.29,13.92
2019-05-13,12042.07,4226.949999999999,80.71100000000003,11.485666666666663,1415.801,58.806333333333335,25189.950000000004,1323.6063333333334,13147.88,9575,67,2367.92,42.77,25531.75,14.12
2019-05-14,13058.500000000005,3523.340000000001,66.39567164179104,14.051641791044773,1190.3297014925374,55.21776119402985,30999.090000000004,1109.8822388059702,17940.659999999996,10200,69,2116.36,35.09,25406.9,14.08
2019-05-15,10739.110000000004,4089.600000000002,386.83479999999986,9.2202,2129.7264000000005,84.18540000000002,20918.040000000015,1733.6721999999995,10179.009999999998,8500,51,2070.58,95.52,23721.44,13.74
2019-05-16,5380.96,1933.0500000000002,87.86863636363637,7.258181818181818,956.7245454545455,41.16818181818182,9554.940000000002,861.5963636363635,4173.999999999999,3800,22,1453.23,35.05,25677.95,12.96
2019-05-20,13358.649999999994,3540.030000000003,427.62470588235306,137.57044117647067,3512.317941176471,145.36544117647068,29917.02,2947.119852941176,16558.640000000003,11175,71,2111.81,99.1,25373.94,11.72
2019-05-21,16598.929999999997,4427.7000000000035,158.67823529411766,25.32858823529412,2239.377882352941,92.00835294117647,35140.8,2055.369882352941,18542.07,16250,85,2215.32,41.34,22468.47,15
2019-05-22,11655.15,3209.3399999999997,87.08725806451613,11.814677419354833,1042.6120967741936,40.46532258064516,27108.650000000012,943.7083870967742,15453.609999999999,9975,67,2181.76,59.71,24903.16,13.01
2019-05-23,9394.199999999999,2435.6099999999997,80.56153846153846,11.987692307692306,992.7130769230769,32.23923076923077,21763.399999999994,900.1640384615384,12369.250000000002,8750,53,2371.42,61.8,24235.71,14.18
2019-05-24,16802.75,4853.309999999995,397.3179069767443,11.934186046511627,3099.4548837209304,38.48383720930232,37853.939999999966,2690.203720930233,21051.399999999987,14125,92,2362.02,55.67,24569.88,14.15
2019-05-27,9208.08,3080.949999999999,451.107105263158,227.32684210526318,5234.957368421052,222.17342105263162,17468.039999999997,4556.5081578947365,8260,7275,38,2189.71,84.03,25112.18,13.58
2019-05-28,12969.669999999996,3936.490000000001,75.74453125000001,16.04484375,1240.65375,54.26265624999999,29458.199999999986,1148.86453125,16488.6,10550,68,2087.69,39.84,24233.94,14.76
2019-05-29,6140.109999999998,1972.9699999999993,62.04911764705882,44.222647058823526,1295.5429411764705,79.16676470588234,14063.64,1189.270882352941,7923.590000000002,5300,35,2301.5,38.18,23375,14.45
2019-05-30,12803.390000000001,4425.450000000003,62.96813559322034,18.52694915254237,1218.7561016949153,54.324576271186444,29001.730000000007,1137.2596610169492,16198.380000000003,9975,61,2311.47,45.96,23697.75,15.23
2019-05-31,3060.6500000000005,511.89,107.47071428571428,12.376428571428573,1251.7992857142858,46.46071428571429,7202.8499999999985,1131.952142857143,4142.239999999999,2425,16,2413.29,101.64,26003.29,11.86
2019-06-03,14676.720000000003,4183.019999999998,67.83135135135136,12.357837837837838,1145.3067567567568,50.69418918918919,32954.4,1065.1182432432431,18277.840000000007,12650,77,2018.81,64.82,25894.31,13.7
2019-06-04,12246.190000000006,3732.56,63.149354838709684,10.71274193548387,1135.2096774193549,53.12064516129032,27132.3,1061.3482258064516,14886.190000000002,9475,62,1533.6,40.53,25028.21,14.31
2019-06-05,6271.679999999999,1911.8400000000004,60.27580645161291,8.903548387096773,1090.1109677419356,50.906451612903226,12796.74,1020.9290322580645,6525.08,5725,32,2284.45,40.81,23005.87,16.49
2019-06-06,16077.940000000002,4654.509999999999,68.65321428571428,12.08023809523809,1174.3035714285713,53.264880952380956,36524.62000000001,1093.5702380952382,20446.82000000001,13200,85,1942.33,48.15,24203.31,14.34
2019-06-07,7353.040000000002,1734.920000000001,74.82374999999999,7.637750000000002,1088.6490000000001,44.301,16734.6,1006.18725,9381.610000000002,6750,45,2524.62,39.38,22081.72,15.54
2019-06-11,11977.300000000003,3207.8299999999995,116.87523809523806,9.982539682539675,2127.7514285714283,100.923492063492,26913.42,2000.8926984126974,14936.25,10700,64,2299.24,24.79,22315.65,16.59
2019-06-12,12709.76,3997.890000000002,92.98810344827585,22.68379310344828,1415.1537931034486,58.50396551724137,28425.360000000004,1299.4808620689655,15715.650000000001,9525,70,2147.5,86.47,22944.78,16
2019-06-13,7936.649999999997,2222.53,96.32795454545453,18.758636363636363,1126.2968181818183,47.13772727272727,17835.78,1011.2113636363636,9899.14,7625,46,2231.23,67.11,21760.09,16.76
2019-06-14,17508.060000000005,4893.009999999996,183.4381521739131,71.31554347826089,2293.3110869565216,102.38228260869565,40895.12000000002,2038.5588043478265,23387.199999999997,14700,95,1818.28,69.7,25313.42,13.48
2019-06-17,15229.969999999992,3971.4200000000005,94.28354430379746,9.531392405063288,1843.0858227848103,92.8037974683544,32572.65,1739.270886075949,17342.739999999998,11550,83,2405.66,24.22,23712.18,14.24
2019-06-18,21243.379999999994,7041.870000000001,77.9602777777778,15.55388888888888,1165.9288888888889,51.913888888888884,47258.38000000002,1072.414351851852,26015.039999999997,15400,111,2030.15,61.83,24188.43,15.34
2019-06-19,10613.599999999999,3631.1199999999994,67.63254901960784,15.682745098039216,1239.9492156862746,59.33000000000002,22155.239999999994,1156.632549019608,11541.719999999996,7750,51,2369.47,42.08,23972.98,14.05
2019-06-20,22298.86999999999,6674.999999999998,233.91889908256883,95.06577981651373,2795.1003669724773,111.76633027522936,48242.38000000001,2466.1176146789,25943.629999999994,16975,113,2357.71,49.43,23415.87,15.05
2019-06-21,8586.080000000002,2514.450000000001,92.86782608695651,22.946304347826086,1047.6756521739128,25.691086956521747,18998.459999999995,931.8619565217389,10412.460000000001,6975,49,2292.2,76.52,23479.35,16.21
2019-06-24,15797.08,3541.2900000000004,67.60059523809524,10.568571428571431,1163.6335714285715,51.27392857142857,37342.71000000001,1085.4646428571427,21545.75999999999,13675,85,2185.04,51.34,22716.48,15.58
2019-06-25,11993.22,5645.090000000001,57.594799999999985,13.438400000000007,1056.943,51.8778,20177.28,985.9086,8184.120000000002,8300,52,1959.36,24.64,23232.2,13.93
2019-06-26,13589.849999999999,5185.540000000003,189.02852459016393,82.65590163934428,2699.0931147540987,127.16704918032787,28650.16,2427.4052459016393,15060.390000000001,10025,62,2253.74,47.75,24226.21,14.41
2019-06-27,6705.219999999998,2160.6700000000005,68.85282051282053,8.135128205128211,1434.1153846153845,71.3197435897436,15273.239999999998,1357.1274358974358,8568.030000000002,5525,45,2094,34.74,24505.38,14.26
2019-06-28,6794.78,2344.069999999999,69.25187500000001,17.044375,1131.305625,43.4378125,15592.700000000003,1045.0100000000002,8797.960000000001,6075,33,2252.16,43.06,25437.41,13.27
2019-07-01,4968.23,1457.01,83.5116,7.301999999999998,1105.9584,42.839200000000005,10834.740000000002,1015.1448,5866.530000000001,4000,25,2288.32,70.78,22153.88,16.53
2019-07-02,6764.619999999999,2030.2499999999995,85.34117647058824,16.36029411764706,1172.3735294117646,54.08617647058824,15036.819999999998,1070.6720588235294,8272.289999999999,4750,34,2080.59,28.41,27324.44,12.54
2019-07-03,6285.4000000000015,1908.7499999999998,94.0396551724138,11.032758620689656,1099.7834482758622,51.45275862068965,14406,994.7106896551724,8120.64,4900,30,2062.03,55.76,24476.34,13.5
2019-07-04,12010.840000000002,5564.659999999999,92.59113636363635,12.1425,1193.1859090909088,44.42863636363636,21110.4,1088.452727272727,9099.670000000002,6775,45,2057.11,70.66,25602.16,13.55
2019-07-05,7182.410000000003,1970.6100000000001,59.533,8.021249999999998,1001.8129999999999,50.47425,16758.399999999998,934.25875,9576.029999999999,6650,43,1626.98,48.65,24975.75,13.11
2019-07-08,5682.989999999998,2056.46,59.89033333333332,15.887666666666664,1110.677333333333,52.55900000000001,12118.580000000002,1034.8963333333334,6435.61,4425,31,1966.03,91.4,25259.77,12.92
2019-07-09,5269.099999999999,804.8299999999999,158.337,4.896333333333334,1289.1393333333333,59.84566666666667,12761.359999999995,1125.9060000000002,7492.3,5025,31,1955.27,14.17,22185.53,15.21
2019-07-10,2657.81,718.8199999999999,61.11933333333333,5.789333333333332,816.0666666666667,25.292666666666666,6868.080000000002,749.158,4210.299999999999,2300,15,2026.93,60.2,28459,12.44
2019-07-11,8092.029999999998,2311.54,91.39024390243902,16.084146341463416,1107.209756097561,35.679756097560976,17826.399999999998,999.7343902439025,9734.409999999998,7000,42,1963.61,83.41,26676.9,12.57
2019-07-12,2493.7500000000005,538.7199999999999,89.54846153846154,14.276153846153846,1103.5292307692307,54.47846153846154,6109.64,999.7023076923077,3615.91,2000,13,1903.31,24.92,25026.15,12.47
2019-07-15,2633.2200000000003,915.17,75.264,15.312000000000001,1146.16,53.278,6009.000000000002,1055.5853333333334,3375.8,2200,16,1784.47,103.8,25175.53,14.79
2019-07-16,5741.77,1800.0299999999995,83.88760000000002,12.6644,1381.3232,68.56,12943.68,1284.77,7201.9400000000005,4700,25,2149.68,39.52,23394.36,14.93
2019-07-17,8200.050000000001,1949.0600000000002,101.00558139534883,21.63162790697675,1438.8823255813954,54.43581395348837,18017.86,1316.2427906976743,9817.850000000002,6475,44,1857.56,106.77,25671.53,14.06
2019-07-18,4174.919999999999,903.6500000000002,83.1008,13.1732,1137.1968,49.8024,10228.600000000002,1040.924,6053.720000000001,3325,26,1890.36,32.6,26400.36,11.89
2019-07-19,9839.58,4827.500000000001,51.940000000000005,11.40857142857143,1021.9594285714286,52.03171428571429,15503.100000000002,958.6125714285714,5663.59,5900,37,2167.46,69.9,22298.57,15.63
2019-07-22,4975.1100000000015,1227.36,68.92866666666669,8.937666666666667,1223.9660000000001,49.41666666666667,11042.260000000002,1146.0986666666668,6067.239999999998,4325,30,1952.9,49.26,29036.33,10.72
2019-07-23,9029.839999999997,2396.0299999999997,45.61403846153846,9.361346153846153,931.9923076923076,47.39211538461538,21582.999999999993,877.016346153846,12553.24,8400,54,2275.04,42.9,23299.77,15.55
2019-07-24,5601.7699999999995,1442.2599999999998,52.59593749999998,19.7725,1069.6825,50.693749999999994,12968.400000000001,997.315,7366.67,4675,35,2594.66,38.72,25370.97,13.07
2019-07-25,11743.919999999998,6729.63,79.72138888888888,8.432499999999997,1212.1633333333334,57.627500000000005,16687.02,1124.0105555555556,4943.1399999999985,5825,37,2067.39,28.75,23298.08,16.42
2019-07-26,2352.38,577.4900000000001,111.70615384615388,3.425384615384615,752.6461538461539,24.65153846153846,5532,637.5161538461539,3179.66,2875,13,2449.77,74.54,23326.92,16.3
