CLIENTE,MODELO,NUM_PLAZAS,MECANISMO_MODULO,IMPORTE_LINEA,CATEGORIA,TIPO_TAPICERIA,COSTE_TAPIZADO_AGRUP,P_COSTE,MARGEN_UDS_LINEA,DTO_FAMILIA,I_COMISION,I_BRUTO,DTO_PP,DTO_LINEAS,MARGEN_BRUTO,PROVINCIA,COD_COMUNIDAD,HIPOTECA,INDENCIAS_CLIENTE,PIB_VALOR_EUROS,PARO_2020T3,status_cliente
8031,7,100,2,177.0,0,T,27.3,52.69,97.01,2.5,0.0,1033.0,0.0,25.83,1007.17,28,13.0,0.3404,18.0,34041.0,11.89,21.616192498983533
8031,7,100,1,256.0,0,T,27.3,78.0,150.7,2.5,0.0,1033.0,0.0,25.83,1007.17,28,13.0,0.3404,18.0,34041.0,11.89,21.616192498983533
8031,7,100,1,310.0,0,T,27.3,97.86,184.84,2.5,0.0,1033.0,0.0,25.83,1007.17,28,13.0,0.3404,18.0,34041.0,11.89,21.616192498983533
8077,16,0,6,50.4,0,T,11.1,2.53,34.24,5.0,3.53,50.4,0.0,0.0,50.4,30,14.0,0.2194,38.0,20766.0,15.06,12.860380817805897
8161,46,100,2,323.4,2,T,8.25,109.09,206.06,8.0,58.06,1288.0,23.7,103.04,1161.26,4,1.0,0.2673,52.0,20465.0,21.75,8.22763643355505
8161,46,100,2,267.4,2,T,8.25,91.75,167.4,8.0,58.06,1288.0,23.7,103.04,1161.26,4,1.0,0.2673,52.0,20465.0,21.75,8.22763643355505
8161,46,200,2,340.2,2,T,8.25,116.6,215.35,8.0,58.06,1288.0,23.7,103.04,1161.26,4,1.0,0.2673,52.0,20465.0,21.75,8.22763643355505
8161,46,75,3,357.0,2,T,8.25,112.43,236.32,8.0,58.06,1288.0,23.7,103.04,1161.26,4,1.0,0.2673,52.0,20465.0,21.75,8.22763643355505
8445,65,300,0,420.0,2,T,63.03,106.73,250.24,8.0,38.15,763.0,0.0,0.0,763.0,8,9.0,0.324,11.0,29885.0,11.4,27.12097864428026
8445,65,200,4,343.0,2,T,63.03,77.39,202.58,8.0,38.15,763.0,0.0,0.0,763.0,8,9.0,0.324,11.0,29885.0,11.4,27.12097864428026
8637,84,100,1,404.6,2,T,22.34,114.1,268.16,9.0,51.55,809.2,0.0,72.82,736.38,31,15.0,0.2381,24.0,30508.0,8.55,24.988402512621906
8838,29,100,0,275.8,2,T,18.51,106.23,151.06,3.0,35.63,712.6,0.0,0.0,712.6,23,1.0,0.2673,18.0,17465.0,21.75,12.918703549112445
8838,29,300,0,436.8,2,T,18.51,167.1,251.19,3.0,35.63,712.6,0.0,0.0,712.6,23,1.0,0.2673,18.0,17465.0,21.75,12.918703549112445
9303,18,300,0,436.8,2,T,21.9,192.9,222.0,3.0,21.84,436.8,0.0,0.0,436.8,8,9.0,0.324,16.0,29885.0,11.4,22.487527527579825
187,4,75,3,366.8,2,T,27.07,133.76,205.97,10.0,39.69,882.0,0.0,88.2,793.8,4,1.0,0.2673,35.0,20465.0,21.75,10.028656179317414
187,4,100,0,515.2,2,T,54.14,98.42,264.22,10.0,39.69,882.0,0.0,88.2,793.8,4,1.0,0.2673,35.0,20465.0,21.75,10.028656179317414
816,1,100,1,362.6,2,T,26.5,85.63,250.47,5.0,47.26,725.2,13.78,36.26,675.16,26,17.0,0.2336,1.0,26528.0,9.96,106.77907786378097
822,44,100,2,334.6,0,T,37.31,85.66,211.63,3.0,105.9,1559.6,0.0,46.79,1512.81,26,17.0,0.2336,45.0,26528.0,9.96,15.917685111877153
822,44,75,3,411.6,0,T,37.31,118.5,255.79,3.0,105.9,1559.6,0.0,46.79,1512.81,26,17.0,0.2336,45.0,26528.0,9.96,15.917685111877153
822,44,100,1,358.4,0,T,37.31,111.93,209.16,3.0,105.9,1559.6,0.0,46.79,1512.81,26,17.0,0.2336,45.0,26528.0,9.96,15.917685111877153
822,44,100,1,455.0,0,T,37.31,151.65,266.04,3.0,105.9,1559.6,0.0,46.79,1512.81,26,17.0,0.2336,45.0,26528.0,9.96,15.917685111877153
1116,65,200,4,343.0,2,T,18.79,77.39,246.82,9.0,38.15,763.0,0.0,0.0,763.0,3,10.0,0.2444,20.0,19066.0,15.67,15.77719152026115
1116,65,300,0,420.0,2,T,18.79,106.13,295.08,9.0,38.15,763.0,0.0,0.0,763.0,3,10.0,0.2444,20.0,19066.0,15.67,15.77719152026115
1118,11,100,1,411.6,0,T,53.87,96.99,260.74,9.0,85.26,1338.4,0.0,120.45,1217.95,31,15.0,0.2381,44.0,30508.0,8.55,18.45515833482201
1118,11,200,2,515.2,0,T,53.87,119.44,341.89,9.0,85.26,1338.4,0.0,120.45,1217.95,31,15.0,0.2381,44.0,30508.0,8.55,18.45515833482201
3159,5,200,4,478.8,0,T,67.71,157.32,253.77,3.0,83.56,1230.6,0.0,36.92,1193.68,27,12.0,0.2637,4.0,23049.0,10.61,45.38196446805679
3159,5,100,0,284.2,0,T,67.71,93.55,122.94,3.0,83.56,1230.6,0.0,36.92,1193.68,27,12.0,0.2637,4.0,23049.0,10.61,45.38196446805679
3159,5,100,1,467.6,0,T,67.71,155.89,244.0,3.0,83.56,1230.6,0.0,36.92,1193.68,27,12.0,0.2637,4.0,23049.0,10.61,45.38196446805679
4015,4,100,0,330.4,2,T,28.67,121.19,180.54,10.0,29.14,660.8,11.89,66.08,582.82,3,10.0,0.2444,80.0,19066.0,15.67,7.888595760130575
4184,64,200,4,450.8,1,T,129.11,96.87,224.82,8.0,172.8,3833.2,70.53,306.65,3456.03,46,10.0,0.2444,93.0,22882.0,15.67,8.015311726649553
4184,64,100,1,365.4,1,T,129.11,120.43,115.86,8.0,172.8,3833.2,70.53,306.65,3456.03,46,10.0,0.2444,93.0,22882.0,15.67,8.015311726649553
4184,64,100,1,455.0,1,T,129.11,162.3,163.59,8.0,172.8,3833.2,70.53,306.65,3456.03,46,10.0,0.2444,93.0,22882.0,15.67,8.015311726649553
4184,0,200,4,532.0,1,T,129.11,113.59,289.3,8.0,172.8,3833.2,70.53,306.65,3456.03,46,10.0,0.2444,93.0,22882.0,15.67,8.015311726649553
4184,0,100,1,434.0,1,T,129.11,100.24,204.65,8.0,172.8,3833.2,70.53,306.65,3456.03,46,10.0,0.2444,93.0,22882.0,15.67,8.015311726649553
4184,0,100,1,560.0,1,T,129.11,119.69,311.2,8.0,172.8,3833.2,70.53,306.65,3456.03,46,10.0,0.2444,93.0,22882.0,15.67,8.015311726649553
4184,104,300,0,651.0,1,T,129.11,90.92,430.97,8.0,172.8,3833.2,70.53,306.65,3456.03,46,10.0,0.2444,93.0,22882.0,15.67,8.015311726649553
4184,104,100,0,385.0,1,T,129.11,45.46,210.43,8.0,172.8,3833.2,70.53,306.65,3456.03,46,10.0,0.2444,93.0,22882.0,15.67,8.015311726649553
4775,36,100,1,474.6,0,T,56.11,157.77,260.72,7.0,71.01,1113.0,20.7,77.9,1014.39,20,16.0,0.261,105.0,32015.0,8.47,11.744110928749173
4775,36,100,2,277.2,0,T,56.11,96.23,124.86,7.0,71.01,1113.0,20.7,77.9,1014.39,20,16.0,0.261,105.0,32015.0,8.47,11.744110928749173
4775,36,100,2,361.2,0,T,56.11,119.45,185.64,7.0,71.01,1113.0,20.7,77.9,1014.39,20,16.0,0.261,105.0,32015.0,8.47,11.744110928749173
4912,5,200,4,453.6,1,T,41.86,157.32,254.42,5.0,151.95,3102.4,0.0,63.42,3038.98,46,10.0,0.2444,57.0,22882.0,15.67,10.238220148403522
4912,5,100,1,366.8,1,T,41.86,128.8,196.14,5.0,151.95,3102.4,0.0,63.42,3038.98,46,10.0,0.2444,57.0,22882.0,15.67,10.238220148403522
4912,5,100,1,448.0,1,T,41.86,155.89,250.25,5.0,151.95,3102.4,0.0,63.42,3038.98,46,10.0,0.2444,57.0,22882.0,15.67,10.238220148403522
4912,65,200,4,343.0,1,T,41.86,77.39,223.75,5.0,151.95,3102.4,0.0,63.42,3038.98,46,10.0,0.2444,57.0,22882.0,15.67,10.238220148403522
4912,65,300,0,420.0,1,T,41.86,106.73,271.41,5.0,151.95,3102.4,0.0,63.42,3038.98,46,10.0,0.2444,57.0,22882.0,15.67,10.238220148403522
4912,26,200,4,420.0,1,T,41.86,178.04,200.1,5.0,151.95,3102.4,0.0,63.42,3038.98,46,10.0,0.2444,57.0,22882.0,15.67,10.238220148403522
4912,26,100,1,287.0,1,T,41.86,90.28,154.86,5.0,151.95,3102.4,0.0,63.42,3038.98,46,10.0,0.2444,57.0,22882.0,15.67,10.238220148403522
4912,26,100,1,364.0,1,T,41.86,120.45,201.69,5.0,151.95,3102.4,0.0,63.42,3038.98,46,10.0,0.2444,57.0,22882.0,15.67,10.238220148403522
5781,0,100,1,456.4,0,T,59.0,119.69,277.71,7.0,58.12,1275.4,23.72,89.28,1162.4,50,2.0,0.2578,11.0,27011.0,10.41,30.248731546147546
5781,0,100,1,362.6,0,T,59.0,100.24,203.36,7.0,58.12,1275.4,23.72,89.28,1162.4,50,2.0,0.2578,11.0,27011.0,10.41,30.248731546147546
5858,104,100,0,420.0,1,T,56.53,32.69,330.79,5.0,39.9,840.0,0.0,42.0,798.0,46,10.0,0.2444,1.0,22882.0,15.67,77.29686703229972
5860,23,300,0,408.8,2,T,41.62,171.55,195.63,5.0,40.88,817.6,0.0,0.0,817.6,11,1.0,0.2673,31.0,17231.0,21.75,9.777893086209703
5976,29,200,4,372.4,0,T,51.8,113.51,207.09,7.0,41.73,897.4,0.0,62.82,834.58,46,10.0,0.2444,8.0,22882.0,15.67,27.32856942150701
5976,29,300,0,525.0,0,T,51.8,167.1,306.1,7.0,41.73,897.4,0.0,62.82,834.58,46,10.0,0.2444,8.0,22882.0,15.67,27.32856942150701
6022,10,200,2,326.2,2,T,46.55,88.53,191.12,5.0,25.74,553.0,10.51,27.65,514.84,14,1.0,0.2673,12.0,17964.0,21.75,16.046554303073403
6022,10,100,2,226.8,2,T,46.55,64.03,116.22,5.0,25.74,553.0,10.51,27.65,514.84,14,1.0,0.2673,12.0,17964.0,21.75,16.046554303073403
6022,20,100,0,303.8,2,T,36.58,109.74,157.48,5.0,54.74,1176.0,22.34,58.8,1094.86,14,1.0,0.2673,12.0,17964.0,21.75,16.046554303073403
6022,20,75,3,379.4,2,T,36.58,133.26,209.56,5.0,54.74,1176.0,22.34,58.8,1094.86,14,1.0,0.2673,12.0,17964.0,21.75,16.046554303073403
6041,20,200,4,382.2,2,T,54.56,140.83,186.81,8.0,39.45,875.0,16.1,70.0,788.9,10,11.0,0.2156,28.0,19077.0,18.78,12.971907763164166
6302,64,100,1,481.6,0,T,55.84,162.3,263.46,15.0,0.0,1365.0,0.0,204.75,1160.25,30,14.0,0.2194,1.0,20766.0,15.06,79.27671159679629
6302,43,100,1,401.8,0,T,55.84,152.83,193.13,15.0,0.0,1365.0,0.0,204.75,1160.25,30,14.0,0.2194,1.0,20766.0,15.06,79.27671159679629
6307,12,200,0,530.6,0,T,44.0,144.44,342.16,8.0,14.35,530.6,9.76,42.45,478.39,28,13.0,0.3404,385.0,34041.0,11.89,4.67396102956152
6307,0,350,0,669.2,0,T,56.89,193.92,418.39,8.0,18.1,669.2,12.31,53.54,603.35,28,13.0,0.3404,385.0,34041.0,11.89,4.67396102956152
6307,43,100,1,401.8,0,T,52.12,152.83,196.85,8.0,23.89,883.4,16.25,70.67,796.48,28,13.0,0.3404,385.0,34041.0,11.89,4.67396102956152
6307,43,100,1,481.6,0,T,52.12,246.31,183.17,8.0,23.89,883.4,16.25,70.67,796.48,28,13.0,0.3404,385.0,34041.0,11.89,4.67396102956152
6307,5,100,1,485.8,0,T,57.92,164.22,263.67,8.0,26.28,971.6,17.88,77.72,876.0,28,13.0,0.3404,385.0,34041.0,11.89,4.67396102956152
6307,20,200,4,382.2,2,T,45.06,140.83,196.31,8.0,23.67,875.0,16.1,70.0,788.9,28,13.0,0.3404,385.0,34041.0,11.89,4.67396102956152
6307,41,300,0,518.0,0,T,98.44,112.83,306.73,8.0,25.45,940.8,17.31,75.26,848.23,28,13.0,0.3404,385.0,34041.0,11.89,4.67396102956152
6307,41,200,4,422.8,0,T,98.44,104.45,219.91,8.0,25.45,940.8,17.31,75.26,848.23,28,13.0,0.3404,385.0,34041.0,11.89,4.67396102956152
6464,0,300,0,840.0,4,P,254.61,170.99,414.4,8.0,89.56,1986.6,36.55,158.93,1791.11,46,10.0,0.2444,67.0,22882.0,15.67,9.443315295819264
6464,0,100,0,551.6,4,P,254.61,81.53,215.46,8.0,89.56,1986.6,36.55,158.93,1791.11,46,10.0,0.2444,67.0,22882.0,15.67,9.443315295819264
6464,0,100,1,595.0,4,P,254.61,106.59,233.8,8.0,89.56,1986.6,36.55,158.93,1791.11,46,10.0,0.2444,67.0,22882.0,15.67,9.443315295819264
6520,0,100,1,504.0,1,T,45.68,127.43,330.9,8.0,43.04,954.8,17.57,76.38,860.86,33,3.0,0.218,45.0,21981.0,13.01,13.123527062402797
6641,29,75,3,544.6,2,T,110.92,213.68,220.0,6.0,123.76,2588.6,0.0,113.32,2475.28,46,10.0,0.2444,19.0,22882.0,15.67,17.73311747611027
6641,29,300,0,467.6,2,T,110.92,167.1,189.58,6.0,123.76,2588.6,0.0,113.32,2475.28,46,10.0,0.2444,19.0,22882.0,15.67,17.73311747611027
6641,41,100,1,350.0,2,T,110.92,80.64,158.44,6.0,123.76,2588.6,0.0,113.32,2475.28,46,10.0,0.2444,19.0,22882.0,15.67,17.73311747611027
6641,104,100,0,438.2,2,T,110.92,45.46,281.82,6.0,123.76,2588.6,0.0,113.32,2475.28,46,10.0,0.2444,19.0,22882.0,15.67,17.73311747611027
6676,11,100,1,382.2,2,T,20.8,96.99,264.41,5.0,49.82,764.4,14.52,38.22,711.66,26,17.0,0.2336,0.2336,26528.0,9.96,220.92748404898973
7897,6,150,4,0.0,2,T,38.91,128.86,-167.77,5.0,348.93,7193.2,0.0,215.81,6977.39,46,10.0,0.2444,62.0,22882.0,15.67,9.816711929818903
7897,6,300,0,0.0,2,T,38.91,150.57,-189.48,5.0,348.93,7193.2,0.0,215.81,6977.39,46,10.0,0.2444,62.0,22882.0,15.67,9.816711929818903
7897,79,200,4,401.8,2,T,38.91,157.69,205.2,5.0,348.93,7193.2,0.0,215.81,6977.39,46,10.0,0.2444,62.0,22882.0,15.67,9.816711929818903
7897,79,300,0,497.0,2,T,38.91,195.72,262.37,5.0,348.93,7193.2,0.0,215.81,6977.39,46,10.0,0.2444,62.0,22882.0,15.67,9.816711929818903
7897,55,100,1,602.0,2,T,38.91,164.93,398.16,0.0,348.93,7193.2,0.0,215.81,6977.39,46,10.0,0.2444,62.0,22882.0,15.67,9.816711929818903
7897,55,200,0,777.0,2,T,38.91,186.45,551.64,0.0,348.93,7193.2,0.0,215.81,6977.39,46,10.0,0.2444,62.0,22882.0,15.67,9.816711929818903
7897,64,200,4,450.8,2,T,38.91,96.87,315.02,5.0,348.93,7193.2,0.0,215.81,6977.39,46,10.0,0.2444,62.0,22882.0,15.67,9.816711929818903
7897,64,100,1,365.4,2,T,38.91,120.43,206.06,5.0,348.93,7193.2,0.0,215.81,6977.39,46,10.0,0.2444,62.0,22882.0,15.67,9.816711929818903
7897,64,100,1,455.0,2,T,38.91,162.3,253.79,5.0,348.93,7193.2,0.0,215.81,6977.39,46,10.0,0.2444,62.0,22882.0,15.67,9.816711929818903
7897,5,200,4,453.6,2,T,38.91,157.32,257.37,5.0,348.93,7193.2,0.0,215.81,6977.39,46,10.0,0.2444,62.0,22882.0,15.67,9.816711929818903
7897,5,300,0,544.6,2,T,38.91,197.46,308.23,5.0,348.93,7193.2,0.0,215.81,6977.39,46,10.0,0.2444,62.0,22882.0,15.67,9.816711929818903
7897,6,100,1,259.0,2,T,38.91,89.1,130.99,5.0,348.93,7193.2,0.0,215.81,6977.39,46,10.0,0.2444,62.0,22882.0,15.67,9.816711929818903
7897,6,100,1,315.0,2,T,38.91,117.97,158.12,5.0,348.93,7193.2,0.0,215.81,6977.39,46,10.0,0.2444,62.0,22882.0,15.67,9.816711929818903
7897,55,200,4,373.8,2,T,38.91,141.39,193.5,5.0,348.93,7193.2,0.0,215.81,6977.39,46,10.0,0.2444,62.0,22882.0,15.67,9.816711929818903
7897,55,100,1,354.2,2,T,38.91,131.56,183.73,5.0,348.93,7193.2,0.0,215.81,6977.39,46,10.0,0.2444,62.0,22882.0,15.67,9.816711929818903
7897,55,100,1,420.0,2,T,38.91,156.69,224.4,5.0,348.93,7193.2,0.0,215.81,6977.39,46,10.0,0.2444,62.0,22882.0,15.67,9.816711929818903
7946,20,100,0,341.6,0,T,104.47,109.74,127.39,2.0,64.64,952.0,0.0,28.56,923.44,9,7.0,0.2449,6.0,27994.0,10.98,41.654439147139215
7960,18,300,0,473.2,0,T,79.44,170.18,223.58,5.0,44.95,946.4,0.0,47.32,899.08,11,1.0,0.2673,91.0,17231.0,21.75,5.70696796903784
8077,38,100,1,481.6,0,T,44.4,161.96,275.24,5.0,108.51,2331.0,44.29,116.55,2170.16,30,14.0,0.2194,38.0,20766.0,15.06,12.860380817805897
8077,38,100,1,404.6,0,T,44.4,128.05,232.15,5.0,108.51,2331.0,44.29,116.55,2170.16,30,14.0,0.2194,38.0,20766.0,15.06,12.860380817805897
8127,1,100,1,469.0,4,P,118.8,81.81,268.39,5.0,43.66,938.0,17.82,46.9,873.28,18,1.0,0.2673,108.0,17894.0,21.75,5.338419875090706
8228,41,100,1,329.0,2,T,14.65,77.34,237.01,4.0,51.8,1036.0,0.0,0.0,1036.0,46,10.0,0.2444,5.0,22882.0,15.67,34.568209826396924
8228,41,200,2,378.0,2,T,14.65,50.03,313.32,4.0,51.8,1036.0,0.0,0.0,1036.0,46,10.0,0.2444,5.0,22882.0,15.67,34.568209826396924
8811,18,300,0,380.8,2,T,34.26,170.98,175.56,3.0,34.79,695.8,0.0,0.0,695.8,9,7.0,0.2449,5.0,27994.0,10.98,45.6301518822288
8811,18,200,4,315.0,2,T,34.26,140.65,140.09,3.0,34.79,695.8,0.0,0.0,695.8,9,7.0,0.2449,5.0,27994.0,10.98,45.6301518822288
8883,12,300,0,506.8,0,T,32.63,146.6,327.58,8.0,40.96,908.6,16.72,72.68,819.2,39,6.0,0.2589,9.0,22767.0,10.5,30.504996134854135
8883,12,200,4,401.8,0,T,32.63,114.81,254.37,8.0,40.96,908.6,16.72,72.68,819.2,39,6.0,0.2589,9.0,22767.0,10.5,30.504996134854135
9058,64,300,0,736.4,0,T,52.53,255.69,428.18,15.0,0.0,1490.0,0.0,204.75,1285.25,30,14.0,0.2194,2.0,20766.0,15.06,56.05710036026487
9058,64,0,2,0.0,0,T,52.53,9.85,-62.38,15.0,0.0,1490.0,0.0,204.75,1285.25,30,14.0,0.2194,2.0,20766.0,15.06,56.05710036026487
9058,64,200,0,628.6,0,T,52.53,237.95,338.12,15.0,0.0,1490.0,0.0,204.75,1285.25,30,14.0,0.2194,2.0,20766.0,15.06,56.05710036026487
9128,24,100,0,331.8,1,T,33.48,128.77,169.55,3.0,32.17,1117.2,17.68,27.33,1072.19,28,13.0,0.3404,3.0,34041.0,11.89,52.948641804286844
9128,24,100,0,268.8,1,T,33.48,83.69,151.63,3.0,32.17,1117.2,17.68,27.33,1072.19,28,13.0,0.3404,3.0,34041.0,11.89,52.948641804286844
9128,24,100,0,310.8,1,T,33.48,113.86,163.46,3.0,32.17,1117.2,17.68,27.33,1072.19,28,13.0,0.3404,3.0,34041.0,11.89,52.948641804286844
9128,24,50,7,205.8,1,T,33.48,67.07,105.25,3.0,32.17,1117.2,17.68,27.33,1072.19,28,13.0,0.3404,3.0,34041.0,11.89,52.948641804286844
9150,12,200,0,460.6,0,T,72.56,123.51,264.53,8.0,0.0,862.4,0.0,68.99,793.41,2,8.0,0.2351,19.0,19888.0,16.7,16.32804561708618
9150,12,200,4,401.8,0,T,72.56,114.81,214.43,8.0,0.0,862.4,0.0,68.99,793.41,2,8.0,0.2351,19.0,19888.0,16.7,16.32804561708618
9208,5,100,1,485.8,0,T,50.88,164.22,270.71,5.0,65.97,1388.8,0.0,69.44,1319.36,50,2.0,0.2578,12.0,27011.0,10.41,28.960955557525953
9208,5,100,1,396.2,0,T,50.88,137.13,208.2,5.0,65.97,1388.8,0.0,69.44,1319.36,50,2.0,0.2578,12.0,27011.0,10.41,28.960955557525953
9208,5,200,4,506.8,0,T,50.88,171.27,284.66,5.0,65.97,1388.8,0.0,69.44,1319.36,50,2.0,0.2578,12.0,27011.0,10.41,28.960955557525953
9386,27,200,4,670.6,4,P,96.33,158.9,415.37,5.0,75.73,1661.8,30.91,116.33,1514.56,29,1.0,0.2673,31.0,18036.0,21.75,10.003688416905286
9386,27,100,1,442.4,4,P,96.33,93.16,252.91,5.0,75.73,1661.8,30.91,116.33,1514.56,29,1.0,0.2673,31.0,18036.0,21.75,10.003688416905286
9386,27,100,1,548.8,4,P,96.33,117.53,334.94,5.0,75.73,1661.8,30.91,116.33,1514.56,29,1.0,0.2673,31.0,18036.0,21.75,10.003688416905286
9432,26,100,1,365.4,2,T,32.59,115.91,216.9,7.0,33.3,730.8,13.59,51.16,666.04,18,1.0,0.2673,0.2673,17894.0,21.75,107.30627696395038
9532,12,350,0,653.8,0,T,15.6,196.01,442.19,9.0,17.49,653.8,11.9,58.84,583.06,28,13.0,0.3404,8.0,34041.0,11.89,32.4242887484753
635,13,300,0,436.8,2,T,28.95,199.9,207.95,5.0,21.84,436.8,0.0,0.0,436.8,17,9.0,0.324,87.0,28674.0,11.4,9.446253222283634
936,21,300,0,463.4,2,T,42.69,210.83,209.88,8.0,22.39,746.2,0.0,0.0,746.2,28,13.0,0.3404,61.0,34041.0,11.89,11.742228686965005
936,21,100,0,282.8,2,T,42.69,123.61,116.5,8.0,22.39,746.2,0.0,0.0,746.2,28,13.0,0.3404,61.0,34041.0,11.89,11.742228686965005
1169,55,300,0,694.4,0,T,55.99,227.72,410.69,9.0,0.0,694.4,44.23,62.5,587.67,35,5.0,0.2883,51.0,20221.0,22.72,7.780181737926446
3225,1,100,1,343.0,2,T,32.63,81.81,228.56,9.0,0.0,1061.2,19.31,95.51,946.38,41,1.0,0.2673,320.0,19665.0,21.75,3.251193935624822
3225,1,200,2,375.2,2,T,32.63,91.35,251.22,9.0,0.0,1061.2,19.31,95.51,946.38,41,1.0,0.2673,320.0,19665.0,21.75,3.251193935624822
4015,1,100,1,469.0,4,P,128.01,81.81,259.18,10.0,69.93,1554.0,0.0,155.4,1398.6,3,10.0,0.2444,80.0,19066.0,15.67,7.888595760130575
4015,1,200,2,616.0,4,P,128.01,91.35,396.64,10.0,69.93,1554.0,0.0,155.4,1398.6,3,10.0,0.2444,80.0,19066.0,15.67,7.888595760130575
4888,23,200,4,345.8,2,T,49.72,133.15,162.93,9.0,38.78,775.6,0.0,0.0,775.6,29,1.0,0.2673,13.0,18036.0,21.75,15.447895650113331
4888,23,300,0,408.8,2,T,49.72,171.55,187.53,9.0,38.78,775.6,0.0,0.0,775.6,29,1.0,0.2673,13.0,18036.0,21.75,15.447895650113331
4888,16,0,6,21.0,2,T,49.72,2.53,-31.25,9.0,38.78,775.6,0.0,0.0,775.6,29,1.0,0.2673,13.0,18036.0,21.75,15.447895650113331
4912,36,100,1,497.0,0,T,64.84,160.13,272.03,5.0,47.22,994.0,0.0,49.7,944.3,46,10.0,0.2444,57.0,22882.0,15.67,10.238220148403522
5263,20,200,4,382.2,2,T,4.1,140.83,237.27,4.0,41.16,875.0,16.8,35.0,823.2,45,8.0,0.2351,30.0,18022.0,16.7,12.369618776931508
7040,4,100,1,446.6,0,T,59.03,131.84,255.73,5.0,41.58,893.2,16.97,44.66,831.56,50,2.0,0.2578,15.0,27011.0,10.41,25.90346612799134
7083,26,200,4,443.8,2,T,17.18,178.04,248.58,3.0,43.65,918.4,17.82,27.55,873.03,11,1.0,0.2673,41.0,17231.0,21.75,8.502256500146721
7083,26,300,0,474.6,2,T,17.18,167.19,290.23,3.0,43.65,918.4,17.82,27.55,873.03,11,1.0,0.2673,41.0,17231.0,21.75,8.502256500146721
7096,5,75,3,603.4,1,T,62.41,237.68,303.31,5.0,98.08,2107.0,40.03,105.35,1961.62,4,1.0,0.2673,0.2673,20465.0,21.75,114.75649762644551
7096,5,100,2,243.6,1,T,62.41,81.58,99.61,5.0,98.08,2107.0,40.03,105.35,1961.62,4,1.0,0.2673,0.2673,20465.0,21.75,114.75649762644551
7096,5,300,2,518.0,1,T,62.41,175.37,280.22,5.0,98.08,2107.0,40.03,105.35,1961.62,4,1.0,0.2673,0.2673,20465.0,21.75,114.75649762644551
7096,5,100,2,308.0,1,T,62.41,99.67,145.92,5.0,98.08,2107.0,40.03,105.35,1961.62,4,1.0,0.2673,0.2673,20465.0,21.75,114.75649762644551
7096,5,100,1,434.0,1,T,62.41,147.82,223.77,5.0,98.08,2107.0,40.03,105.35,1961.62,4,1.0,0.2673,0.2673,20465.0,21.75,114.75649762644551
7128,29,300,0,988.4,2,T,46.06,181.52,579.3,5.0,46.01,988.4,18.78,49.42,920.2,29,1.0,0.2673,8.0,18036.0,21.75,19.692280340968242
7507,61,100,2,268.8,0,T,25.6,106.86,136.34,7.0,7.35,268.8,5.0,18.82,244.98,8,9.0,0.324,14.0,29885.0,11.4,24.040178138243256
7509,10,200,4,378.95,2,T,42.96,110.87,225.12,7.0,41.84,918.06,17.08,64.27,836.71,7,4.0,0.4149,40.0,27134.0,11.18,12.093006755402028
7509,10,100,2,175.89,2,T,42.96,43.62,89.31,7.0,41.84,918.06,17.08,64.27,836.71,7,4.0,0.4149,40.0,27134.0,11.18,12.093006755402028
7509,10,100,1,363.22,2,T,42.96,78.22,242.04,7.0,41.84,918.06,17.08,64.27,836.71,7,4.0,0.4149,40.0,27134.0,11.18,12.093006755402028
7919,24,300,0,561.4,1,T,42.84,200.61,317.95,4.0,16.17,561.4,0.0,22.46,538.94,28,13.0,0.3404,10.0,34041.0,11.89,29.001165505468943
7976,58,300,0,656.6,3,T,67.53,153.92,435.15,3.0,31.21,656.6,12.74,19.7,624.16,50,2.0,0.2578,16.0,27011.0,10.41,25.080923230689596
8077,38,100,1,481.6,0,T,39.94,161.96,279.7,5.0,120.49,2574.6,45.35,119.35,2409.9,3,10.0,0.2444,38.0,19066.0,15.67,11.445977741386534
8077,38,100,1,404.6,0,T,39.94,128.05,236.61,5.0,120.49,2574.6,45.35,119.35,2409.9,3,10.0,0.2444,38.0,19066.0,15.67,11.445977741386534
8077,38,100,1,509.6,0,T,39.94,164.32,305.34,5.0,120.49,2574.6,45.35,119.35,2409.9,3,10.0,0.2444,38.0,19066.0,15.67,11.445977741386534
8077,16,0,6,117.6,0,T,159.74,2.53,-52.26,5.0,120.49,2574.6,45.35,119.35,2409.9,3,10.0,0.2444,38.0,19066.0,15.67,11.445977741386534
8077,16,0,6,70.0,0,T,79.87,6.4,-22.67,5.0,120.49,2574.6,45.35,119.35,2409.9,3,10.0,0.2444,38.0,19066.0,15.67,11.445977741386534
8077,44,200,4,481.6,0,T,40.96,171.38,269.26,5.0,62.76,1348.2,25.62,67.41,1255.17,30,14.0,0.2194,38.0,20766.0,15.06,12.860380817805897
8077,44,100,1,385.0,0,T,40.96,120.43,223.61,5.0,62.76,1348.2,25.62,67.41,1255.17,30,14.0,0.2194,38.0,20766.0,15.06,12.860380817805897
8077,44,100,1,481.6,0,T,40.96,160.15,280.49,5.0,62.76,1348.2,25.62,67.41,1255.17,30,14.0,0.2194,38.0,20766.0,15.06,12.860380817805897
8312,105,200,2,541.8,0,T,115.15,12.6,414.05,4.0,35.68,1264.2,24.27,50.56,1189.37,28,13.0,0.3404,34.0,34041.0,11.89,15.728090275939993
