CLIENTE,MODELO,NUM_PLAZAS,MECANISMO_MODULO,IMPORTE_LINEA,CATEGORIA,TIPO_TAPICERIA,COSTE_TAPIZADO_AGRUP,P_COSTE,MARGEN_UDS_LINEA,DTO_FAMILIA,I_COMISION,I_BRUTO,DTO_PP,DTO_LINEAS,MARGEN_BRUTO,PROVINCIA,COD_COMUNIDAD,HIPOTECA,INDENCIAS_CLIENTE,PIB_VALOR_EUROS,PARO_2020T3,status_cliente
5104,12,200,4,350.0,2,T,33.35,114.81,201.85,7.0,23.94,798.0,0.0,0.0,798.0,45,8.0,0.2351,5.0,18022.0,16.7,30.29925431623193
5104,12,300,0,448.0,2,T,33.35,146.6,268.06,7.0,23.94,798.0,0.0,0.0,798.0,45,8.0,0.2351,5.0,18022.0,16.7,30.29925431623193
6871,15,100,2,274.56,2,T,18.35,81.58,174.63,5.0,95.11,1290.12,0.0,101.27,1188.85,30,14.0,0.2194,22.0,20766.0,15.06,16.901851702754097
6871,15,200,4,503.88,2,T,18.35,155.02,330.51,5.0,95.11,1290.12,0.0,101.27,1188.85,30,14.0,0.2194,22.0,20766.0,15.06,16.901851702754097
8127,31,100,1,382.2,2,T,23.18,87.26,271.76,5.0,35.58,764.4,14.52,38.22,711.66,18,1.0,0.2673,108.0,17894.0,21.75,5.338419875090706
8127,10,300,2,422.8,2,T,19.92,121.83,281.05,5.0,37.73,810.6,15.4,40.53,754.67,18,1.0,0.2673,108.0,17894.0,21.75,5.338419875090706
8127,10,200,2,387.8,2,T,19.92,113.37,254.51,5.0,37.73,810.6,15.4,40.53,754.67,18,1.0,0.2673,108.0,17894.0,21.75,5.338419875090706
8127,10,100,1,336.0,2,T,27.09,94.0,214.91,5.0,50.35,1027.6,20.55,0.0,1007.05,18,1.0,0.2673,108.0,17894.0,21.75,5.338419875090706
8127,10,200,2,355.6,2,T,27.09,113.37,215.14,5.0,50.35,1027.6,20.55,0.0,1007.05,18,1.0,0.2673,108.0,17894.0,21.75,5.338419875090706
8411,5,100,1,463.4,1,T,27.01,164.22,272.18,3.0,61.67,926.8,17.98,27.8,881.02,47,7.0,0.2449,30.0,25482.0,10.98,17.772992830960572
8428,18,200,0,355.6,2,T,22.19,141.66,191.75,8.0,33.53,670.6,0.0,0.0,670.6,4,1.0,0.2673,19.0,20465.0,21.75,13.611311214736165
8655,10,200,2,355.6,2,T,18.51,113.37,223.72,8.0,51.38,1027.6,0.0,0.0,1027.6,23,1.0,0.2673,21.0,17465.0,21.75,11.960395408771298
8708,10,100,1,313.6,2,T,32.38,89.58,191.64,7.0,31.36,627.2,0.0,0.0,627.2,3,10.0,0.2444,86.0,19066.0,15.67,7.608437364653832
8892,5,100,1,435.4,2,T,27.4,155.89,252.11,18.0,0.0,746.2,0.0,111.93,634.27,50,2.0,0.2578,91.0,27011.0,10.41,10.516780605487364
8892,5,100,2,310.8,2,T,27.4,108.67,174.73,18.0,0.0,746.2,0.0,111.93,634.27,50,2.0,0.2578,91.0,27011.0,10.41,10.516780605487364
8893,20,200,4,392.0,2,T,25.99,140.83,225.18,2.0,52.15,1043.0,0.0,0.0,1043.0,9,7.0,0.2449,1.0,27994.0,10.98,102.03212143230358
8893,20,100,1,287.0,2,T,25.99,96.3,164.71,2.0,52.15,1043.0,0.0,0.0,1043.0,9,7.0,0.2449,1.0,27994.0,10.98,102.03212143230358
8893,20,100,1,364.0,2,T,25.99,124.97,213.04,2.0,52.15,1043.0,0.0,0.0,1043.0,9,7.0,0.2449,1.0,27994.0,10.98,102.03212143230358
9107,36,100,1,527.8,0,T,53.19,157.77,316.84,3.0,51.2,1055.6,0.0,31.66,1023.94,18,1.0,0.2673,8.0,17894.0,21.75,19.614607090056808
9120,15,100,1,511.68,2,T,18.35,157.5,335.83,5.0,57.79,1254.24,0.0,98.46,1155.78,45,8.0,0.2351,20.0,18022.0,16.7,15.149627158115965
9120,15,100,0,327.6,2,T,18.35,93.55,215.7,5.0,57.79,1254.24,0.0,98.46,1155.78,45,8.0,0.2351,20.0,18022.0,16.7,15.149627158115965
9120,15,100,0,414.96,2,T,18.35,122.25,274.36,5.0,57.79,1254.24,0.0,98.46,1155.78,45,8.0,0.2351,20.0,18022.0,16.7,15.149627158115965
9279,18,200,4,315.0,2,T,34.69,140.65,139.66,8.0,34.79,695.8,0.0,0.0,695.8,48,16.0,0.261,15.0,30901.0,8.47,30.52661705466638
9279,18,300,0,380.8,2,T,34.69,174.04,172.07,8.0,34.79,695.8,0.0,0.0,695.8,48,16.0,0.261,15.0,30901.0,8.47,30.52661705466638
9358,44,200,4,481.6,0,T,76.04,171.38,234.18,6.0,72.87,1582.0,29.74,94.93,1457.33,23,1.0,0.2673,3.0,17465.0,21.75,31.64423183360757
9358,44,100,1,385.0,0,T,76.04,120.43,188.53,6.0,72.87,1582.0,29.74,94.93,1457.33,23,1.0,0.2673,3.0,17465.0,21.75,31.64423183360757
9358,44,100,1,481.6,0,T,76.04,160.15,245.41,6.0,72.87,1582.0,29.74,94.93,1457.33,23,1.0,0.2673,3.0,17465.0,21.75,31.64423183360757
9358,61,100,2,233.8,0,T,76.04,80.64,77.12,6.0,72.87,1582.0,29.74,94.93,1457.33,23,1.0,0.2673,3.0,17465.0,21.75,31.64423183360757
1896,29,200,0,452.64,2,T,20.3,182.37,249.97,8.0,54.02,1174.38,0.0,93.95,1080.43,47,7.0,0.2449,14.0,25482.0,10.98,26.01699750037227
1896,29,300,0,447.12,2,T,20.3,170.55,256.27,8.0,54.02,1174.38,0.0,93.95,1080.43,47,7.0,0.2449,14.0,25482.0,10.98,26.01699750037227
1896,29,100,0,274.62,2,T,20.3,107.99,146.33,8.0,54.02,1174.38,0.0,93.95,1080.43,47,7.0,0.2449,14.0,25482.0,10.98,26.01699750037227
3993,5,100,1,490.98,0,T,48.75,155.89,286.34,18.0,33.6,1393.56,22.85,250.84,1119.86,28,13.0,0.3404,84.0,34041.0,11.89,10.006352748055807
3993,5,100,1,399.84,0,T,48.75,128.8,222.29,18.0,33.6,1393.56,22.85,250.84,1119.86,28,13.0,0.3404,84.0,34041.0,11.89,10.006352748055807
3993,5,200,4,502.74,0,T,48.75,157.32,296.67,18.0,33.6,1393.56,22.85,250.84,1119.86,28,13.0,0.3404,84.0,34041.0,11.89,10.006352748055807
4208,27,100,1,495.42,4,P,108.0,108.47,278.95,8.0,68.12,1511.1,27.8,120.89,1362.41,46,10.0,0.2444,46.0,22882.0,15.67,11.39680127988725
4208,27,100,1,400.2,4,P,108.0,84.1,208.1,8.0,68.12,1511.1,27.8,120.89,1362.41,46,10.0,0.2444,46.0,22882.0,15.67,11.39680127988725
4208,27,200,4,615.48,4,P,108.0,148.72,358.76,8.0,68.12,1511.1,27.8,120.89,1362.41,46,10.0,0.2444,46.0,22882.0,15.67,11.39680127988725
4266,37,300,0,460.92,2,T,39.18,162.65,259.09,10.0,22.71,858.36,15.45,85.83,757.08,8,9.0,0.324,246.0,29885.0,11.4,5.735009554382273
4266,37,200,4,397.44,2,T,39.18,133.03,225.23,10.0,22.71,858.36,15.45,85.83,757.08,8,9.0,0.324,246.0,29885.0,11.4,5.735009554382273
4498,5,100,1,460.92,0,T,46.8,155.17,258.96,8.0,35.09,1297.2,23.87,103.77,1169.56,30,14.0,0.2194,47.0,20766.0,15.06,11.563696863047731
4498,5,100,1,375.36,0,T,46.8,128.8,199.77,8.0,35.09,1297.2,23.87,103.77,1169.56,30,14.0,0.2194,47.0,20766.0,15.06,11.563696863047731
4707,12,200,0,520.26,1,T,28.77,142.87,348.62,8.0,35.5,1312.38,24.15,104.99,1183.25,28,13.0,0.3404,18.0,34041.0,11.89,21.616192498983533
4707,12,300,0,505.08,1,T,28.77,145.81,330.5,8.0,35.5,1312.38,24.15,104.99,1183.25,28,13.0,0.3404,18.0,34041.0,11.89,21.616192498983533
4707,12,100,0,287.04,1,T,28.77,86.87,171.4,8.0,35.5,1312.38,24.15,104.99,1183.25,28,13.0,0.3404,18.0,34041.0,11.89,21.616192498983533
5754,18,200,0,434.7,2,T,13.69,158.76,262.26,8.0,40.87,906.66,16.68,72.54,817.44,5,7.0,0.2449,40.0,19555.0,10.98,13.483522117134351
5754,18,300,0,471.96,2,T,13.69,188.24,270.04,8.0,40.87,906.66,16.68,72.54,817.44,5,7.0,0.2449,40.0,19555.0,10.98,13.483522117134351
6631,20,200,4,408.48,2,T,35.02,140.83,232.63,5.0,40.66,901.14,42.8,45.05,813.29,37,7.0,0.2449,3.0,20654.0,10.98,50.59946166741514
6719,14,300,5,506.46,2,T,15.26,229.71,261.49,5.0,0.0,506.46,0.0,0.0,506.46,40,7.0,0.2449,13.0,22428.0,10.98,25.329582700521136
6790,36,100,1,467.82,0,T,54.45,157.77,255.6,5.0,43.55,935.64,17.78,46.78,871.08,9,7.0,0.2449,45.0,27994.0,10.98,15.210050627409602
7520,37,100,0,402.96,4,P,150.44,87.72,164.8,18.0,23.74,1413.12,0.0,226.09,1187.03,48,16.0,0.261,115.0,30901.0,8.47,11.024918507845811
7761,27,100,1,540.96,4,P,138.68,117.53,284.76,8.0,49.77,1106.92,0.0,86.56,1020.36,30,14.0,0.2194,143.0,20766.0,15.06,6.629451665245737
7990,20,200,4,386.4,2,T,26.43,140.83,219.14,5.0,42.37,847.32,0.0,0.0,847.32,45,8.0,0.2351,22.0,18022.0,16.7,14.444602736282594
8031,7,200,4,319.0,0,T,27.45,110.7,180.85,2.5,0.0,806.0,0.0,20.16,785.84,28,13.0,0.3404,18.0,34041.0,11.89,21.616192498983533
8031,7,100,2,177.0,0,T,27.45,52.69,96.86,2.5,0.0,806.0,0.0,20.16,785.84,28,13.0,0.3404,18.0,34041.0,11.89,21.616192498983533
8031,7,100,1,310.0,0,T,27.45,97.86,184.69,2.5,0.0,806.0,0.0,20.16,785.84,28,13.0,0.3404,18.0,34041.0,11.89,21.616192498983533
8127,10,200,2,382.26,2,T,21.67,113.37,247.22,5.0,37.19,799.02,15.18,39.95,743.89,18,1.0,0.2673,108.0,17894.0,21.75,5.338419875090706
8127,10,300,2,416.76,2,T,21.67,121.83,273.26,5.0,37.19,799.02,15.18,39.95,743.89,18,1.0,0.2673,108.0,17894.0,21.75,5.338419875090706
9048,26,300,0,539.58,2,T,33.32,188.68,317.58,4.0,36.26,539.58,0.0,21.58,518.0,15,12.0,0.2637,2.0,23343.0,10.61,64.58781316925432
9058,71,100,1,442.98,0,T,47.72,123.59,271.67,15.0,0.0,2334.22,0.0,335.14,1999.08,28,13.0,0.3404,2.0,34041.0,11.89,64.8485774969506
9058,71,100,2,224.94,0,T,47.72,48.97,128.25,15.0,0.0,2334.22,0.0,335.14,1999.08,28,13.0,0.3404,2.0,34041.0,11.89,64.8485774969506
9058,71,100,1,1123.32,0,T,95.44,134.83,758.22,15.0,0.0,2334.22,0.0,335.14,1999.08,28,13.0,0.3404,2.0,34041.0,11.89,64.8485774969506
386,4,100,1,376.74,2,T,27.81,117.91,231.02,8.0,61.83,1344.12,0.0,107.54,1236.58,8,9.0,0.324,89.0,29885.0,11.4,9.53469260232771
386,4,100,1,295.32,2,T,27.81,95.14,172.37,8.0,61.83,1344.12,0.0,107.54,1236.58,8,9.0,0.324,89.0,29885.0,11.4,9.53469260232771
635,10,100,1,343.62,2,T,28.39,98.72,216.51,5.0,52.99,1059.84,0.0,0.0,1059.84,17,9.0,0.324,87.0,28674.0,11.4,9.446253222283634
635,10,100,1,539.58,4,P,139.32,98.72,301.54,4.0,50.76,1079.16,20.72,43.16,1015.28,17,9.0,0.324,87.0,28674.0,11.4,9.446253222283634
903,18,300,0,442.47,2,T,29.44,174.04,238.99,18.0,70.41,3026.73,47.9,631.96,2346.87,28,13.0,0.3404,100.0,34041.0,11.89,9.170973779679024
903,18,200,4,367.5,2,T,29.44,140.65,197.41,18.0,70.41,3026.73,47.9,631.96,2346.87,28,13.0,0.3404,100.0,34041.0,11.89,9.170973779679024
903,29,300,0,490.98,2,T,29.44,167.1,294.44,18.0,70.41,3026.73,47.9,631.96,2346.87,28,13.0,0.3404,100.0,34041.0,11.89,9.170973779679024
903,29,75,3,571.83,2,T,29.44,213.68,328.71,18.0,70.41,3026.73,47.9,631.96,2346.87,28,13.0,0.3404,100.0,34041.0,11.89,9.170973779679024
903,10,100,1,373.38,2,T,29.44,94.0,249.94,18.0,70.41,3026.73,47.9,631.96,2346.87,28,13.0,0.3404,100.0,34041.0,11.89,9.170973779679024
903,10,200,2,407.19,2,T,29.44,113.37,264.38,18.0,70.41,3026.73,47.9,631.96,2346.87,28,13.0,0.3404,100.0,34041.0,11.89,9.170973779679024
903,12,300,0,515.97,2,T,39.26,146.6,330.11,18.0,92.6,3841.11,62.99,691.39,3086.72,28,13.0,0.3404,100.0,34041.0,11.89,9.170973779679024
903,12,200,4,401.31,2,T,39.26,114.81,247.24,18.0,92.6,3841.11,62.99,691.39,3086.72,28,13.0,0.3404,100.0,34041.0,11.89,9.170973779679024
903,20,200,4,435.12,2,T,39.26,140.83,255.03,18.0,92.6,3841.11,62.99,691.39,3086.72,28,13.0,0.3404,100.0,34041.0,11.89,9.170973779679024
903,18,300,0,442.47,2,T,39.26,174.04,229.17,18.0,92.6,3841.11,62.99,691.39,3086.72,28,13.0,0.3404,100.0,34041.0,11.89,9.170973779679024
903,18,200,4,367.5,2,T,39.26,140.65,187.59,18.0,92.6,3841.11,62.99,691.39,3086.72,28,13.0,0.3404,100.0,34041.0,11.89,9.170973779679024
903,10,100,1,373.38,2,T,39.26,94.0,240.12,18.0,92.6,3841.11,62.99,691.39,3086.72,28,13.0,0.3404,100.0,34041.0,11.89,9.170973779679024
903,10,200,2,407.19,2,T,39.26,113.37,254.56,18.0,92.6,3841.11,62.99,691.39,3086.72,28,13.0,0.3404,100.0,34041.0,11.89,9.170973779679024
1257,17,300,0,556.14,2,T,24.53,164.84,366.77,18.0,40.53,1008.78,16.54,181.59,810.65,39,6.0,0.2589,87.0,22767.0,10.5,9.811436619406681
1257,86,100,1,452.64,2,T,24.53,133.81,294.3,18.0,40.53,1008.78,16.54,181.59,810.65,39,6.0,0.2589,87.0,22767.0,10.5,9.811436619406681
1896,29,75,3,589.26,0,T,83.33,213.68,292.25,8.0,50.91,1106.76,0.0,88.54,1018.22,47,7.0,0.2449,14.0,25482.0,10.98,26.01699750037227
1896,29,300,0,517.5,0,T,83.33,167.1,267.07,8.0,50.91,1106.76,0.0,88.54,1018.22,47,7.0,0.2449,14.0,25482.0,10.98,26.01699750037227
2037,20,100,1,427.77,2,T,21.36,127.42,278.99,18.0,65.77,2728.32,44.74,491.1,2192.46,28,13.0,0.3404,82.0,34041.0,11.89,10.127646300823582
2037,18,300,0,442.47,2,T,21.36,174.04,247.07,18.0,65.77,2728.32,44.74,491.1,2192.46,28,13.0,0.3404,82.0,34041.0,11.89,10.127646300823582
2037,18,200,4,367.5,2,T,21.36,140.65,205.49,18.0,65.77,2728.32,44.74,491.1,2192.46,28,13.0,0.3404,82.0,34041.0,11.89,10.127646300823582
2037,29,300,0,490.98,2,T,21.36,167.1,302.52,18.0,65.77,2728.32,44.74,491.1,2192.46,28,13.0,0.3404,82.0,34041.0,11.89,10.127646300823582
2037,29,75,3,571.83,2,T,21.36,213.68,336.79,18.0,65.77,2728.32,44.74,491.1,2192.46,28,13.0,0.3404,82.0,34041.0,11.89,10.127646300823582
3225,60,200,4,452.64,0,T,60.09,130.06,262.5,9.0,29.24,1092.96,19.89,98.37,974.7,41,1.0,0.2673,320.0,19665.0,21.75,3.251193935624822
3579,13,200,4,345.0,2,T,46.62,153.25,145.13,10.0,33.53,760.38,13.69,76.04,670.65,11,1.0,0.2673,16.0,17231.0,21.75,13.610251167240113
3579,13,300,0,415.38,2,T,46.62,176.01,192.75,10.0,33.53,760.38,13.69,76.04,670.65,11,1.0,0.2673,16.0,17231.0,21.75,13.610251167240113
4951,70,100,0,309.12,0,T,45.65,88.49,174.99,16.0,0.0,920.46,14.98,142.64,762.85,7,4.0,0.4149,53.0,27134.0,11.18,10.505732932185856
4951,70,100,0,309.12,0,T,45.65,84.61,178.87,16.0,0.0,920.46,14.98,142.64,762.85,7,4.0,0.4149,53.0,27134.0,11.18,10.505732932185856
4951,70,100,0,273.24,0,T,45.65,64.89,162.71,16.0,0.0,920.46,14.98,142.64,762.85,7,4.0,0.4149,53.0,27134.0,11.18,10.505732932185856
4951,16,0,6,28.98,0,T,45.65,2.53,-19.2,16.0,0.0,920.46,14.98,142.64,762.85,7,4.0,0.4149,53.0,27134.0,11.18,10.505732932185856
5086,12,100,0,244.26,2,T,22.5,76.6,145.16,5.0,69.21,1384.14,0.0,0.0,1384.14,3,10.0,0.2444,7.0,19066.0,15.67,26.66832108203077
5086,12,100,0,186.3,2,T,22.5,55.88,107.92,5.0,69.21,1384.14,0.0,0.0,1384.14,3,10.0,0.2444,7.0,19066.0,15.67,26.66832108203077
5086,12,75,3,303.6,2,T,22.5,88.63,192.47,5.0,69.21,1384.14,0.0,0.0,1384.14,3,10.0,0.2444,7.0,19066.0,15.67,26.66832108203077
5086,12,100,0,197.34,2,T,22.5,66.94,107.9,5.0,69.21,1384.14,0.0,0.0,1384.14,3,10.0,0.2444,7.0,19066.0,15.67,26.66832108203077
5086,12,100,0,255.3,2,T,22.5,87.66,145.14,5.0,69.21,1384.14,0.0,0.0,1384.14,3,10.0,0.2444,7.0,19066.0,15.67,26.66832108203077
6464,12,300,1,538.2,2,T,10.54,175.75,351.92,8.0,46.72,1036.38,19.07,82.91,934.4,46,10.0,0.2444,67.0,22882.0,15.67,9.443315295819264
6464,12,200,1,498.18,2,T,10.54,152.66,334.99,8.0,46.72,1036.38,19.07,82.91,934.4,46,10.0,0.2444,67.0,22882.0,15.67,9.443315295819264
6576,18,200,4,310.5,2,T,31.25,140.65,138.6,5.0,34.29,685.86,0.0,0.0,685.86,29,1.0,0.2673,0.2673,18036.0,21.75,107.73120657567928
6576,18,300,0,375.36,2,T,31.25,170.98,173.13,5.0,34.29,685.86,0.0,0.0,685.86,29,1.0,0.2673,0.2673,18036.0,21.75,107.73120657567928
6790,11,100,0,262.2,2,T,18.1,86.4,157.7,5.0,29.29,629.28,11.96,31.46,585.87,9,7.0,0.2449,45.0,27994.0,10.98,15.210050627409602
6790,11,100,1,367.08,2,T,18.1,91.87,257.11,5.0,29.29,629.28,11.96,31.46,585.87,9,7.0,0.2449,45.0,27994.0,10.98,15.210050627409602
7445,0,100,1,688.5,4,P,137.06,119.69,431.75,5.0,126.77,1906.38,0.0,95.33,1811.05,31,15.0,0.2381,19.0,30508.0,8.55,28.08453989689684
7445,0,100,1,517.14,4,P,137.06,100.24,279.84,5.0,126.77,1906.38,0.0,95.33,1811.05,31,15.0,0.2381,19.0,30508.0,8.55,28.08453989689684
7445,0,200,4,700.74,4,P,137.06,113.59,450.09,5.0,126.77,1906.38,0.0,95.33,1811.05,31,15.0,0.2381,19.0,30508.0,8.55,28.08453989689684
7520,84,100,1,398.82,2,T,27.49,114.1,257.23,18.0,24.11,1435.2,0.0,229.63,1205.57,1,16.0,0.261,115.0,36921.0,8.47,12.051076646906491
7520,84,100,1,317.4,2,T,27.49,91.19,198.72,18.0,24.11,1435.2,0.0,229.63,1205.57,1,16.0,0.261,115.0,36921.0,8.47,12.051076646906491
7520,84,100,2,302.22,2,T,27.49,83.87,190.86,18.0,24.11,1435.2,0.0,229.63,1205.57,1,16.0,0.261,115.0,36921.0,8.47,12.051076646906491
7520,0,100,1,536.82,4,P,80.53,112.48,343.81,18.0,40.43,2406.72,0.0,385.07,2021.65,1,16.0,0.261,115.0,36921.0,8.47,12.051076646906491
7520,0,100,1,412.62,4,P,80.53,93.04,239.05,18.0,40.43,2406.72,0.0,385.07,2021.65,1,16.0,0.261,115.0,36921.0,8.47,12.051076646906491
7520,0,75,3,585.12,4,P,80.53,126.72,377.87,18.0,40.43,2406.72,0.0,385.07,2021.65,1,16.0,0.261,115.0,36921.0,8.47,12.051076646906491
7520,0,100,0,335.34,4,P,80.53,79.0,175.81,18.0,40.43,2406.72,0.0,385.07,2021.65,1,16.0,0.261,115.0,36921.0,8.47,12.051076646906491
7520,0,100,1,552.0,4,P,167.08,119.69,265.23,18.0,38.67,1754.3,0.0,245.53,1508.77,20,16.0,0.261,115.0,32015.0,8.47,11.22188655696901
7520,0,100,0,350.52,4,P,167.08,83.06,100.38,18.0,38.67,1754.3,0.0,245.53,1508.77,20,16.0,0.261,115.0,32015.0,8.47,11.22188655696901
7520,0,200,4,632.04,4,P,167.08,113.59,351.37,18.0,38.67,1754.3,0.0,245.53,1508.77,20,16.0,0.261,115.0,32015.0,8.47,11.22188655696901
7520,25,50,7,219.74,4,P,167.08,30.29,22.37,18.0,38.67,1754.3,0.0,245.53,1508.77,20,16.0,0.261,115.0,32015.0,8.47,11.22188655696901
7520,0,100,1,552.0,4,P,125.08,119.69,307.23,18.0,41.94,1664.28,0.0,266.29,1397.99,20,16.0,0.261,115.0,32015.0,8.47,11.22188655696901
7520,0,100,1,427.8,4,P,125.08,100.24,202.48,18.0,41.94,1664.28,0.0,266.29,1397.99,20,16.0,0.261,115.0,32015.0,8.47,11.22188655696901
7520,0,100,1,470.58,0,T,33.83,127.43,309.32,18.0,22.6,1345.5,0.0,215.28,1130.22,1,16.0,0.261,115.0,36921.0,8.47,12.051076646906491
7520,0,100,1,373.98,0,T,33.83,107.99,232.16,18.0,22.6,1345.5,0.0,215.28,1130.22,1,16.0,0.261,115.0,36921.0,8.47,12.051076646906491
7594,27,200,4,615.48,4,P,93.36,148.72,373.4,5.0,271.64,5718.72,0.0,285.93,5432.79,3,10.0,0.2444,15.0,19066.0,15.67,18.217931542558112
7594,27,100,1,415.38,4,P,93.36,89.13,232.89,5.0,271.64,5718.72,0.0,285.93,5432.79,3,10.0,0.2444,15.0,19066.0,15.67,18.217931542558112
7594,27,100,1,516.12,4,P,93.36,113.5,309.26,5.0,271.64,5718.72,0.0,285.93,5432.79,3,10.0,0.2444,15.0,19066.0,15.67,18.217931542558112
7594,22,100,1,560.28,4,P,93.36,135.32,331.6,5.0,271.64,5718.72,0.0,285.93,5432.79,3,10.0,0.2444,15.0,19066.0,15.67,18.217931542558112
7594,22,100,1,590.64,4,P,93.36,142.59,354.69,5.0,271.64,5718.72,0.0,285.93,5432.79,3,10.0,0.2444,15.0,19066.0,15.67,18.217931542558112
7594,38,300,0,990.84,4,P,93.36,268.18,629.3,5.0,271.64,5718.72,0.0,285.93,5432.79,3,10.0,0.2444,15.0,19066.0,15.67,18.217931542558112
7594,2,300,0,821.1,4,P,93.36,195.8,531.94,5.0,271.64,5718.72,0.0,285.93,5432.79,3,10.0,0.2444,15.0,19066.0,15.67,18.217931542558112
7594,2,200,4,648.6,4,P,93.36,157.7,397.54,5.0,271.64,5718.72,0.0,285.93,5432.79,3,10.0,0.2444,15.0,19066.0,15.67,18.217931542558112
8161,26,100,1,418.14,0,T,48.44,120.45,249.25,8.0,65.82,1460.04,26.86,116.8,1316.38,4,1.0,0.2673,52.0,20465.0,21.75,8.22763643355505
8161,26,100,2,311.88,0,T,48.44,98.25,165.19,8.0,65.82,1460.04,26.86,116.8,1316.38,4,1.0,0.2673,52.0,20465.0,21.75,8.22763643355505
8313,15,100,1,501.84,2,T,18.2,157.5,326.14,5.0,46.24,1003.68,28.61,50.18,924.9,35,5.0,0.2883,15.0,20221.0,22.72,14.34594628372622
8749,15,200,0,581.4,2,T,37.25,177.35,366.8,5.0,49.56,1075.59,30.65,53.78,991.16,37,7.0,0.2449,9.0,20654.0,10.98,29.21361281453228
8749,15,200,4,494.19,2,T,37.25,155.02,301.92,5.0,49.56,1075.59,30.65,53.78,991.16,37,7.0,0.2449,9.0,20654.0,10.98,29.21361281453228
9017,15,100,1,501.84,2,T,18.2,157.5,326.14,5.0,46.24,1003.68,28.61,50.18,924.9,49,7.0,0.2449,16.0,19662.0,10.98,21.377567772487783
9219,10,100,1,331.2,2,T,28.96,94.0,208.24,8.0,31.05,1035.0,0.0,0.0,1035.0,28,13.0,0.3404,3.0,34041.0,11.89,52.948641804286844
9406,18,200,4,310.5,2,T,25.94,140.65,143.91,5.0,50.58,1011.54,0.0,0.0,1011.54,29,1.0,0.2673,6.0,18036.0,21.75,22.738686711631182
9406,18,300,0,375.36,2,T,25.94,170.98,178.44,5.0,50.58,1011.54,0.0,0.0,1011.54,29,1.0,0.2673,6.0,18036.0,21.75,22.738686711631182
9406,28,100,1,325.68,2,T,25.94,183.2,116.54,5.0,50.58,1011.54,0.0,0.0,1011.54,29,1.0,0.2673,6.0,18036.0,21.75,22.738686711631182
386,8,350,0,618.24,2,T,20.9,209.49,387.85,8.0,28.44,618.24,0.0,49.46,568.78,8,9.0,0.324,89.0,29885.0,11.4,9.53469260232771
386,4,100,1,376.74,2,T,16.58,117.91,242.25,8.0,48.18,1047.42,0.0,83.8,963.62,8,9.0,0.324,89.0,29885.0,11.4,9.53469260232771
386,4,100,1,295.32,2,T,16.58,95.14,183.6,8.0,48.18,1047.42,0.0,83.8,963.62,8,9.0,0.324,89.0,29885.0,11.4,9.53469260232771
386,4,200,4,375.36,2,T,16.58,121.01,237.77,8.0,48.18,1047.42,0.0,83.8,963.62,8,9.0,0.324,89.0,29885.0,11.4,9.53469260232771
644,0,100,0,380.88,2,T,49.9,100.03,230.95,5.0,55.12,1434.04,22.5,59.2,1352.34,17,9.0,0.324,15.0,28674.0,11.4,22.74959031826997
644,0,100,1,335.34,2,T,49.9,107.99,177.45,5.0,55.12,1434.04,22.5,59.2,1352.34,17,9.0,0.324,15.0,28674.0,11.4,22.74959031826997
644,0,100,1,467.82,2,T,49.9,127.43,290.49,5.0,55.12,1434.04,22.5,59.2,1352.34,17,9.0,0.324,15.0,28674.0,11.4,22.74959031826997
815,0,300,0,592.02,0,T,48.22,154.01,389.79,5.0,99.11,1490.4,0.0,74.52,1415.88,26,17.0,0.2336,29.0,26528.0,9.96,19.82837697414856
815,0,75,3,502.32,0,T,48.22,126.72,327.38,5.0,99.11,1490.4,0.0,74.52,1415.88,26,17.0,0.2336,29.0,26528.0,9.96,19.82837697414856
815,0,100,0,396.06,0,T,48.22,109.58,238.26,5.0,99.11,1490.4,0.0,74.52,1415.88,26,17.0,0.2336,29.0,26528.0,9.96,19.82837697414856
1169,5,100,1,478.86,0,T,53.63,164.22,261.02,9.0,0.0,957.72,61.01,86.2,810.52,35,5.0,0.2883,51.0,20221.0,22.72,7.780181737926446
1169,29,350,0,546.48,0,T,93.72,186.71,266.05,9.0,0.0,1135.74,72.35,102.21,961.18,35,5.0,0.2883,51.0,20221.0,22.72,7.780181737926446
1169,29,75,3,589.26,0,T,93.72,213.68,281.86,9.0,0.0,1135.74,72.35,102.21,961.18,35,5.0,0.2883,51.0,20221.0,22.72,7.780181737926446
1257,26,100,1,391.92,0,T,51.55,115.91,224.46,18.0,63.49,1580.1,25.91,284.43,1269.76,39,6.0,0.2589,87.0,22767.0,10.5,9.811436619406681
1257,26,100,1,307.74,0,T,51.55,85.74,170.45,18.0,63.49,1580.1,25.91,284.43,1269.76,39,6.0,0.2589,87.0,22767.0,10.5,9.811436619406681
1257,26,75,3,390.54,0,T,51.55,123.32,215.67,18.0,63.49,1580.1,25.91,284.43,1269.76,39,6.0,0.2589,87.0,22767.0,10.5,9.811436619406681
1257,26,100,2,201.48,0,T,51.55,60.17,89.76,18.0,63.49,1580.1,25.91,284.43,1269.76,39,6.0,0.2589,87.0,22767.0,10.5,9.811436619406681
1257,26,100,2,288.42,0,T,51.55,93.78,143.09,18.0,63.49,1580.1,25.91,284.43,1269.76,39,6.0,0.2589,87.0,22767.0,10.5,9.811436619406681
